;Codigo;Nombre;Población;Calle;Teléfono 1;Centro;FechaCreación;GestorVinculador;Nombre Gestor Vinculador;TM;latitude;longitude
160;20010832;Granero J Y S;Medellín;CR 85#104-10;3114165837;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.3072681;-75.58407199999999
161;20010833;Tienda Ruby;Medellín;CL 106A#81-102;3193780556;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;1.0;6.307847;-75.5784915
162;20010834;VENTANITA AZUL;Medellín;TV 48B SUR#61C-33;3235867991;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2396525;-75.57941509999999
163;20010835;Tienda goez;Medellín;CR 82#106A-14;3128593944;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3077307;-75.5790913
164;20010836;Granero jdc;Medellín;CL 104DD#82B-03;3136292240;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3059995;-75.5792586
165;20010837;Kiosko verde;Medellín;CR 82E#104DD-21;3206890617;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3059359;-75.5798689
166;20010838;Tienda jhon;Sabaneta;CR 71#70 SUR-100;3194061719;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.15158;-75.61546059999999
167;20010839;Granero artur;Sabaneta;CR 32#71 SUR-220 ;3015593;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1399824;-75.6109431
168;20010840;La ventanita blanca;Medellín;CL 50#35-40;3122214946;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.2437166;-75.5563806
169;20010962;Tienda Mixta;Santiago de cali;CL 47 # 42 B - 52;3183713331;2000.0;5/02/2020;20006228.0;Laura Cedeño - Gestora Vinculador;1.0;3.405135;-76.5085857
170;20003442;Tienda La Gloria;Santiago de cali;CR 29 A # 26 B - 72;3714341;2000.0;31/12/2018;;;1.0;3.4280602;-76.51784649999999
171;20005919;Tienda Isaac;Medellín;CR 64D # 56A SUR-06;3226646438;3000.0;17/09/2019;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;1.0;6.2476376;-75.56581530000001
172;20013258;TIENDE BERE;Medellín;CL 101C # 35A - 119;3013586655;3000.0;18/06/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2417304;-75.58528179999999
173;20010132;Distribuidora Dacris;Envigado;TV 34 F SUR # 31-37;3113767013;3000.0;16/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.170372;-75.5799404
174;20006989;Reja Azul;Medellín;CR 49 A # 107 - 168;3128224755;3000.0;12/11/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2985481;-75.55319469999999
175;20013272;Variedades SM;Medellín;CL 55 SUR # 43 A - 72;2981176;3000.0;19/06/2020;20011348.0;TIENDA DE PRUEBA Gestor zona 12;1.0;6.175438499999999;-75.6369275
176;20014763;Pensilvania;Santiago de cali;CL 75#27-156;3108300738;2000.0;11/09/2020;;;2.0;3.4227203;-76.4853755
177;20014764;punto del sabor;Santiago de cali;CR 41D # 29 - 42;317256396;2000.0;11/09/2020;3000014.0;VANERY FERNANDEZ PRADA;1.0;3.4152057;-76.5160167
178;20002394;Tienda Mixta;Santiago de cali;CR 33 # 38 - 90;4365796;2000.0;17/12/2018;;;1.0;3.4202901;-76.50419289999999
179;20014766;rapicascada;Santiago de cali;CR 65 # 1A - 101;3766851;2000.0;11/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.3999133;-76.5544448
180;20014767;rapicascada;Santiago de cali;CR 65 # 1A - 101;3766851;2000.0;11/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.3999133;-76.5544448
181;20014768;N;Santiago de cali;CR 22#52-16;3107868421;;11/09/2020;;;;3.4417851;-76.4989993
182;20014769;Tienda granadina;Santiago de cali;CL 100 C#23-12;3155634629;2000.0;11/09/2020;20006219.0;Lorena Liliana Mejía Urbano - Gesto;2.0;3.4337991;-76.4655994
183;20014770;Nuevo González;Santiago de cali;CR 22#52-16;3107868421;2000.0;11/09/2020;;;2.0;3.4417851;-76.4989993
184;20010841;LA TIENDA DE ADAN;Medellín;TV 48B SUR#61C-109 ;3218109866;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2476376;-75.56581530000001
185;20010842;Merca cedros;Sabaneta;CL 75 SUR#38 A-21;3226509882;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1449041;-75.6158158
186;20010843;Salsamentaria trapi paso;Sabaneta;CL 77 SUR#45-07;3011181;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1471038;-75.6204609
187;20010844;La crucita;Sabaneta;CL 78 SUR#40-60;3015035;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.140194699999999;-75.62140190000001
189;20010846;Distribuidora San jose;Sabaneta;CR 45#75 SUR-115;3194880290;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1493642;-75.6183879
190;20010848;Tienda torres de dan jose;Sabaneta;CL 76 D SUR#43 A-74;2884994;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1471608;-75.6193273
191;20010849;La receta;Sabaneta;CR 45#77 SUR-28;3006785250;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.147149199999999;-75.6203622
192;20010850;Supertienda reflejo;Sabaneta;CL 78 SUR#35-193;3146570979;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.135044;-75.6211252
193;20010851;Tienda rosa;Medellín;CR 81#104C-43;4778417;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.305660199999999;-75.5783879
194;20010852;4esquinas;Medellín;CL 104 C # 78 B 20 - 12;5080617;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3050669;-75.57641199999999
195;20010853;Mercados el jardin;Medellín;CL 106#82A-38;3172179369;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3074705;-75.5775927
196;20010854;Salsamentaria Genial;Medellín;CL 104 D # 82 B - 52;3144254063;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.3059099;-75.5796422
197;20009116;Mercado juanfer;Medellín;CL 117#68A-01;3146842656;3000.0;21/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3105945;-75.5663299
198;20009118;Everest;Medellín;CR 86BB#98BB-18;4996011;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2798513;-75.5370868
199;20009119;Granero naranjo;Medellín;CR 85#98D-27;4761342;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3007759;-75.5840642
200;20009121;Él encanto;Medellín;CR 70#112-04;3117193136;3000.0;21/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3083073;-75.5680935
201;20009122;La virgencita;Medellín;CL 113#68A-67;3216391159;3000.0;21/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.308726099999999;-75.56706779999999
202;20009123;Distribuidora la hielera;Itaguí;DG 40#42-06;3137470457;3000.0;21/12/2019;20004881.0;Tienda Gestor Medellin Zona 6;2.0;6.168808299999999;-75.61439880000002
203;20009124;Esquina Juan Sebaatian;Itaguí;CL 65#48-04;3146166633;3000.0;21/12/2019;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.1795689;-75.5990564
204;20009125;Tienda arley;Medellín;CL 102A#84C-23;3108219458;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3046678;-75.5830337
205;20009126;granero tutti;Itaguí;CR 50#64-A33;6022905;3000.0;21/12/2019;20004654.0;Tienda Gestor Medellin Zona;2.0;6.1797976;-75.5999982
206;20009128;Tienda jose;Medellín;CR 83B#98B-14;3205603095;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.299032;-75.5827178
207;20009129;Cisneros;Medellín;CL 112A#68A-111;2732911;3000.0;21/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3084462;-75.5676628
208;20009130;Granero Mixto Don Evelio;Itaguí;CL 32 # 39 -13;2818385;3000.0;21/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.1641901;-75.6148051
209;20014706;Zora mixta;Santiago de cali;CR 25#56-71;3127750157;2000.0;8/09/2020;;;2.0;3.4391079;-76.4960633
210;20009134;Granero 112;Medellín;CL 112#68A-03;5055974;3000.0;21/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.307791700000001;-75.56699019999999
211;20009135;El campiador;Medellín;CL 111#67-110;3147169373;3000.0;21/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.306901499999999;-75.5669285
212;20009136;Sofiju;Medellín;CL 118#68A-07;3234111907;3000.0;21/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3109411;-75.5666691
213;20009137;Dulce sabor;Itaguí;CL 31B#42A-67;3004580;3000.0;21/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.163627;-75.61614639999999
214;20009138;La carroza roja;Itaguí;DG 43#31B-85;5986143;3000.0;21/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1638583;-75.6173974
215;20009139;Panadería la terminal;Medellín;CR 80#102A-11;3116185360;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3027258;-75.5787496
216;20009140;El parche de patry;Medellín;CR 77B#103-36;3106639557;3000.0;21/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3029166;-75.57656899999999
217;20009141;Tienda Legumbre La Bendición;Medellín;CR 86 # 98-07;3106323020;3000.0;21/12/2019;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.299695900000001;-75.5852689
219;20009143;Mekateadero la pista;Medellín;CL 102#76B-04;5032692;3000.0;21/12/2019;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.301196;-75.57658769999999
220;20009144;Puerta blanca;Medellín;CL 111A#68A-64;3192397739;3000.0;21/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3076761;-75.56757329999999
221;20009145;Tienda pablo;Medellín;TV 78#65-219;3134602;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2746746;-75.5754023
222;20009146;Sura pan;Medellín;TV 78#65-351;3152692435;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2732876;-75.5777256
223;20009147;Tienda Lina;Medellín;CL 72#67-1;3146494429;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2727422;-75.5788966
224;20009148;Dna marta;Medellín;CR 65C#72-207;3195650854;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2265036;-75.5850644
225;20009149;El perico;Medellín;CR 64C#74-41;3022216027;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2730051;-75.5734075
226;20009150;El trebol 1;Medellín;CR 64C#75-63;3227640001;3000.0;21/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2737612;-75.573064
227;20009152;La gran familia;Medellín;TV 78#65-397;2269130;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.274327899999999;-75.5767504
228;20009153;Multi servisios;Medellín;TV 78#65-497;3128892742;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.274060299999999;-75.5774814
229;20009154;Cuidarla industrial;Medellín;CL 72#64C-151;4912906;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.269913799999999;-75.5751878
230;20009155;Cafetería aide;Medellín;CR 64C#74-11;3997711529;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.2727325;-75.57347659999999
231;20009156;Granero y legumbreria leo;Medellín;CR 64C#75-29;3108439362;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.273486399999999;-75.5731277
232;20009157;La reja cafe;Medellín;CL 115#75-85;3117957485;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3104605;-75.57085459999999
233;20009158;Tienda doli;Medellín;CR 64C#75A-09;3128513436;3000.0;23/12/2019;20006628.0;TIENDA PRUEBA GESTOR ZONA 10;2.0;6.2741129;-75.5732304
234;20009159;Tienda reja gris;Medellín;CL 114#75-63;304522270;3000.0;23/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3099848;-75.5708076
235;20009162;Mall palma yiyo;Itaguí;CL 35C#69-01;3017650220;3000.0;23/12/2019;20004654.0;Tienda Gestor Medellin Zona;2.0;6.1728951;-75.6321042
236;20009164;Autoservicio henry;Medellín;CR 75#112-31;3012911378;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3093327;-75.5706063
237;20009165;Tienda mabel;Medellín;CL 113#74-20;5088273;3000.0;23/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3093724;-75.5696909
238;20009167;Te yeny;Itaguí;CL 37B#58-88;4178112;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1723864;-75.62625070000001
239;20009168;El tio;Itaguí;CR 43#64A-05;3107482658;3000.0;23/12/2019;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.176937499999999;-75.5963548
240;20009169;La buena esquina;Medellín;CR 74#114-09;3148853347;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3097699;-75.56955529999999
241;20009170;Tienda la amistad;Itaguí;CL 39#65-03;3716688;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.174261899999999;-75.6287923
242;20009171;Minimercado NyC;Itaguí;CL 28#68-36;3207166950;3000.0;23/12/2019;20004654.0;Tienda Gestor Medellin Zona;2.0;6.1716628;-75.6394208
243;20009172;Mixta la 39;Itaguí;CL 38#65B-10;5588418;3000.0;23/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.169991;-75.61870189999999
244;20009174;Autoservisiobsan judas;Medellín;CL 96 # 72A-40;3105418987;3000.0;23/12/2019;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2923775;-75.575516
245;20009175;Donde fe;Medellín;CL 106B#72-19;3148964135;3000.0;23/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.3047612;-75.57014649999999
246;20009176;La ventanita de vale;Medellín;CR 33A#35-53;3233651960;3000.0;23/12/2019;;;2.0;6.2330874;-75.5601506
247;20009179;El gancho;Medellín;CR 70#106A-23;3017903060;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3046133;-75.569161
248;20009180;Mis sueños;Medellín;CL 111#74-58;3166685194;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3086025;-75.570298
249;20009181;La ventanita;Medellín;CL 106A#67-59;3116223224;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3042675;-75.5673156
250;20009182;Salsamentaria el portal;Itaguí;CR 65#34-204;6023266;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1697092;-75.6304007
251;20009185;Mercado tejelo;Medellín;CR 68A#108-12;3042440473;3000.0;23/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.3057813;-75.56778659999999
252;20009186;La curva;Medellín;CR 80#101A-22;3137300958;3000.0;23/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3007127;-75.5796854
253;20009187;Armando Banderas;Medellín;CL 101A#78-06;3126231121;3000.0;23/12/2019;;;2.0;6.300301699999999;-75.5784024
254;20009188;Tienda crisma;Itaguí;CR 69B#33-52;3215284113;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1729911;-75.6351907
255;20009189;Tienda Amanda;Itaguí;CL 57SUR#67-31;3638053;3000.0;23/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.157422;-75.607062
256;20009192;Tienda la nueva;Medellín;CR 67#57SUR-40;4194942;3000.0;23/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.1562551;-75.6045755
257;20009193;Salsamentaria la 33;Itaguí;CR 33#69-03;6142261;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1681832;-75.6190324
258;20009194;Granero vulcanero;Itaguí;CL 57SUR#64-07;2864049;3000.0;23/12/2019;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.157422;-75.607062
259;20009195;Granero mixto 19;Itaguí;CL 37#67-05;3177565829;3000.0;23/12/2019;20004654.0;Tienda Gestor Medellin Zona;2.0;6.1750935;-75.6323532
260;20009196;Tienda gopal;Itaguí;CL 31#69-34;3711318;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.172732;-75.6369689
261;20009197;Rodriluz;Itaguí;CL 65A#63-04;2866717;3000.0;23/12/2019;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.169593799999999;-75.631953
262;20009198;La ventanita;Itaguí;CL 37#68-126;2814468;3000.0;23/12/2019;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.175376399999999;-75.63367199999999
263;20009199;Tienda eris;Medellín;CL 100B#74C-17;3015985095;3000.0;23/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2990166;-75.5777215
264;20014707;renacer del valle;Yumbo;CR 19 BIS # 7D - 09;3217590356;2000.0;8/09/2020;3000002.0;LORENA MANCILLA MOSQUERA;1.0;3.563032;-76.4904143
265;20007889;Granero mixto alex restrepo;Medellín;CR 55#88-17;3147036526;3000.0;3/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2812648;-75.56676650000001
266;20009200;Panadería valedai;Itaguí;CR 69#30A-01;3128606539;3000.0;23/12/2019;20008805.0;Tienda Gestor Medellin Zona;2.0;6.172257099999999;-75.63701089999999
267;20010855;Autoservicio tribilin;Medellín;CR 81#103A-39;3128837436;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.304363299999999;-75.5788019
268;20010856;Tienda el parquesito;Medellín;CL 104A#80-10;4981752;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.3047721;-75.5778851
269;20010857;Tienda la curva;Medellín;CR 83#104DD-07;4776223;3000.0;31/01/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.2306533;-75.60557399999999
270;20010858;Los marinillos;Medellín;CL 106B#82A-37;3128970374;3000.0;31/01/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.307876299999999;-75.579149
271;20010860;Mercados Mi Niño;Medellín;CR 81A#104C-61;3003023870;3000.0;31/01/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.3057266;-75.578695
272;20010861;Ventana de amparo;Medellín;CR 82,A#104C-60;4721554;3000.0;31/01/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.305617799999999;-75.57906849999999
273;20010862;LA AMISTAD;Medellín;CL 44 SUR#82B-33;3117926801;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.1829428;-75.655858
274;20010864;Nutri hulados;Medellín;CL 40#15AA-10;3134442522;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2097209;-75.5683294
275;20010865;Las 24 hrs;Medellín;CL 40#15AA-10;3214255936;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2097209;-75.5683294
276;20010866;Salzamentaria Castillo;Medellín;CR 20B#47-3;3154114229;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;1.0;6.2365109;-75.5479288
277;20010867;La esquina del aguardientazo;Medellín;CR 15#35-140;3217199541;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.229505100000001;-75.54362429999999
278;20010868;Salzamentaria Sy J;Medellín;CR 19#34-82;3015368110;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2276358;-75.5473485
279;20010869;La gran esquina;Medellín;CR 20#33-115;3128514263;3000.0;31/01/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.227513399999999;-75.5481894
280;20010870;HELADOS Y DULCES;Medellín;CL 45 SUR#83C-41;3148840434;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2356317;-75.55097320000002
281;20010872;AMISTAD;Medellín;CR 83A#42A SUR-24;3145639819;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.203447199999999;-75.5710634
282;20010873;GRANERO JAVAJIL;Medellín;CL 38SUR#85-39;2860566;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.1861726;-75.6409422
283;20010878;Juan jhon;Itaguí;CR 46#49-37;3103738028;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1689913;-75.6088462
284;20010879;El rincón de sandra;Itaguí;CL 49#45-12;3004916512;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1682712;-75.6087878
285;20010880;La 46;Itaguí;CR 46#48-26;5579273;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1683343;-75.60973369999999
286;20010881;El vecino;Medellín;CR 17A#54-63;2212804;3000.0;1/02/2020;20004651.0;Tienda Gestor Medellin Zona;2.0;6.2380285;-75.5410389
287;20010882;Granero betancur;Itaguí;CL 47#44-38;5966182;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1676394;-75.6102093
288;20010884;Granero asturias;Itaguí;CR 45#46-90;3128497059;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1675387;-75.6104751
289;20010885;Granero la chava de Asturias;Itaguí;CL 49#47-68;3127327970;3000.0;1/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1698444;-75.60956999999999
290;20010886;Mercado la cancha;Medellín;CL 47E#1AA-55;3022602987;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.228420499999999;-75.5287563
291;20010890;La gran esquina;Medellín;CL 49A#1 ESTE-39;2265207;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.230143399999999;-75.5285976
292;20010891;El ranchito;Medellín;CL 49A#2 ESTE-18;3105341920;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2301984;-75.5283585
293;20010892;Granero arselia;Medellín;CL 49A#02-06;3217699768;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2298;-75.531312
294;20014797;rapitienda karlitos;Santiago de cali;CL 34 # 2N - 68;3207706454;2000.0;12/09/2020;3000011.0;ALEJANDRA MARIA CASTILLO ANGULO;1.0;3.4654171;-76.5162021
295;20010893;Tienda kike;Medellín;CR 8 B#43D-36;3006675765;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.213207199999999;-75.571574
296;20010894;Carpa azul;Medellín;CR 8A#43E-12;3137822528;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2366245;-75.53383199999999
297;20010895;Granero Serna;Medellín;CL 44#10-60;3218526117;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.226826399999999;-75.54360179999999
298;20010896;Cuarta generación;Medellín;CL 45#15C-85;3013301032;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2327017;-75.54616279999999
299;20010897;J Y J;Medellín;CR 18#48-27;3005551722;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2363857;-75.54608
300;20010898;Brosty Eric;Medellín;CL 49#29-22;3502027053;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.2406548;-75.5521311
301;20010899;Autoservicio la frontera;Medellín;CL 50#35-46;3122595095;3000.0;1/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.243752199999999;-75.55645419999999
302;20010901;La fe de lolo;Sabaneta;CL 78 SUR#40-40;6125277;3000.0;2/02/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.139984999999999;-75.62139239999999
303;20010902;Los ramirez;Sabaneta;CL 78 SUR#40-45;3046253856;3000.0;2/02/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1400611;-75.62151639999999
304;20010903;Merca clis;Sabaneta;CL 75 SUR#29-41;5972265;3000.0;2/02/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1391447;-75.6120172
305;20010904;Smart sa;Sabaneta;CL 76 SUR#43 A-64;3059139501;3000.0;2/02/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1503713;-75.6205531
306;20010905;Supermercado calaveralejo;Sabaneta;CL 78 SUR#35-182;3006015851;3000.0;2/02/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1348284;-75.6206697
307;20010909;Granero 1 A;Medellín;CL 47C # 1AA - 66;3188847671;3000.0;3/02/2020;;;2.0;6.228784399999999;-75.5288303
308;20010916;La matraca;Itaguí;CR 47#52-46;3146656383;3000.0;4/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1703958;-75.6066165
309;20010917;Granero la gotica;Itaguí;CL 52#47-03;3016262771;3000.0;4/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1702248;-75.6071731
310;20010922;Granero la cuchilla;Medellín;CL 52#5-08;3216433682;3000.0;4/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.232465299999999;-75.5340734
311;20010923;Tienda Gabriel;Medellín;CR 86#98D-25;3146802620;3000.0;4/02/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.301417600000001;-75.5844994
312;20010924;Tienda neta;Medellín;CR 85#101C-38;3206910856;3000.0;4/02/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.302718;-75.58386879999999
313;20010926;Tienda britanica;Medellín;CL 57CC#24 B-02;3113774884;3000.0;4/02/2020;20004651.0;Tienda Gestor Medellin Zona;2.0;6.2491324;-75.546362
314;20010931;Megamercas;Envigado;CL 40SUR#26-48;3218111685;3000.0;4/02/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.1566396;-75.5806437
315;20010934;Tienda anamile;Itaguí;CL 53#53-25;3228781420;3000.0;4/02/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1754314;-75.608598
